"district","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","availability_365"
"Manhattan","Greenwich Village",40.72953,-74.00148,"Entire home/apt",600,5,24,336
"Manhattan","Hell's Kitchen",40.76144,-73.99243,"Entire home/apt",225,2,32,44
"Manhattan","Chelsea",40.75037,-73.99858,"Entire home/apt",130,6,63,34
"Manhattan","Hell's Kitchen",40.76511,-73.99432,"Entire home/apt",119,4,136,17
"Manhattan","Chelsea",40.74729,-74.00244,"Entire home/apt",154,2,23,4
"Manhattan","West Village",40.73908,-74.00186,"Entire home/apt",150,2,11,0
"Manhattan","Washington Heights",40.85261,-73.94203,"Entire home/apt",150,10,12,6
"Manhattan","East Village",40.72665,-73.98717,"Entire home/apt",140,31,37,0
"Manhattan","East Harlem",40.79566,-73.94137,"Entire home/apt",160,4,57,31
"Manhattan","East Village",40.72697,-73.98488,"Entire home/apt",250,1,18,0
"Manhattan","Harlem",40.82779,-73.94065,"Entire home/apt",105,7,32,290
"Manhattan","Nolita",40.72426,-73.99535,"Entire home/apt",275,3,24,82
"Manhattan","Upper East Side",40.7626,-73.96031,"Entire home/apt",199,3,57,93
"Manhattan","West Village",40.73334,-74.00104,"Entire home/apt",165,1,13,0
"Manhattan","Harlem",40.80822,-73.95273,"Entire home/apt",170,3,34,198
"Manhattan","Greenwich Village",40.72838,-73.99899,"Entire home/apt",200,7,38,205
"Manhattan","Kips Bay",40.74036,-73.98053,"Entire home/apt",120,26,22,0
"Manhattan","Upper West Side",40.77969,-73.97738,"Entire home/apt",120,14,12,261
"Manhattan","Upper East Side",40.77375,-73.94963,"Entire home/apt",133,30,10,126
"Manhattan","Kips Bay",40.73898,-73.98233,"Entire home/apt",150,2,18,0
"Manhattan","Washington Heights",40.83791,-73.94075,"Entire home/apt",150,1,89,139
"Manhattan","Upper West Side",40.801,-73.9613,"Entire home/apt",150,2,11,2
"Manhattan","Nolita",40.72271,-73.99518,"Entire home/apt",250,4,11,0
"Manhattan","West Village",40.73704,-74.00371,"Entire home/apt",225,1,21,0
"Manhattan","SoHo",40.72535,-73.9966,"Entire home/apt",450,2,41,0
"Manhattan","East Harlem",40.7885,-73.9494,"Entire home/apt",159,30,12,0
"Manhattan","Upper East Side",40.76284,-73.96038,"Entire home/apt",150,1,25,0
"Manhattan","Upper West Side",40.778,-73.97912,"Entire home/apt",200,2,117,34
"Manhattan","Harlem",40.8053,-73.94704,"Entire home/apt",375,3,50,351
"Manhattan","Harlem",40.8057,-73.94689,"Entire home/apt",350,3,46,297
"Manhattan","East Village",40.72966,-73.98187,"Entire home/apt",140,2,55,0
"Manhattan","SoHo",40.7207,-73.99815,"Entire home/apt",76,30,10,30
"Manhattan","Chinatown",40.71579,-73.99158,"Entire home/apt",125,4,31,7
"Manhattan","East Village",40.72563,-73.99118,"Entire home/apt",300,2,16,0
"Manhattan","Chelsea",40.74339,-73.99642,"Entire home/apt",450,2,139,221
"Manhattan","Midtown",40.75352,-73.96807,"Entire home/apt",139,2,102,235
"Manhattan","Chelsea",40.74653,-73.99632,"Entire home/apt",165,1,31,358
"Manhattan","Upper West Side",40.77643,-73.98262,"Entire home/apt",140,3,12,0
"Manhattan","Harlem",40.82291,-73.94958,"Entire home/apt",79,7,42,0
"Manhattan","Upper West Side",40.7847,-73.97155,"Entire home/apt",179,2,98,151
"Manhattan","East Village",40.72741,-73.97529,"Entire home/apt",142,1,146,78
"Manhattan","East Village",40.72627,-73.99145,"Entire home/apt",200,3,27,0
"Manhattan","Harlem",40.82289,-73.9511,"Entire home/apt",78,3,13,0
"Manhattan","East Village",40.72229,-73.98175,"Entire home/apt",175,3,27,0
"Manhattan","Chelsea",40.7403,-74.0029,"Entire home/apt",165,3,14,10
"Manhattan","Upper East Side",40.76184,-73.9569,"Entire home/apt",150,4,45,6
"Manhattan","Harlem",40.81134,-73.94044,"Entire home/apt",157,1,11,0
"Manhattan","Kips Bay",40.73955,-73.98243,"Entire home/apt",199,30,36,242
"Manhattan","Financial District",40.70713,-74.00793,"Entire home/apt",196,3,14,29
"Manhattan","SoHo",40.72795,-74.00454,"Entire home/apt",360,2,22,333
"Manhattan","Hell's Kitchen",40.75704,-73.99564,"Entire home/apt",230,4,12,41
"Manhattan","Lower East Side",40.71827,-73.98983,"Entire home/apt",180,4,13,0
"Manhattan","Harlem",40.81635,-73.94467,"Entire home/apt",115,4,119,45
"Manhattan","Harlem",40.81589,-73.94648,"Entire home/apt",110,4,125,44
"Manhattan","Hell's Kitchen",40.7605,-73.99455,"Entire home/apt",199,3,110,246
"Manhattan","East Village",40.72746,-73.97611,"Entire home/apt",185,2,32,26
"Manhattan","Greenwich Village",40.72871,-74.00149,"Entire home/apt",161,1,27,0
"Manhattan","Harlem",40.8114,-73.94014,"Entire home/apt",140,2,34,0
"Manhattan","Upper East Side",40.76172,-73.96538,"Entire home/apt",179,3,24,3
"Manhattan","Upper West Side",40.78243,-73.97657,"Entire home/apt",125,1,180,125
"Manhattan","Harlem",40.81497,-73.94781,"Entire home/apt",200,3,50,268
"Manhattan","Inwood",40.86076,-73.92781,"Entire home/apt",100,4,41,100
"Manhattan","East Village",40.72605,-73.98705,"Entire home/apt",99,17,11,0
"Manhattan","Harlem",40.80573,-73.94994,"Entire home/apt",129,1,160,246
"Manhattan","Upper West Side",40.7751,-73.98148,"Entire home/apt",300,2,15,3
"Manhattan","Hell's Kitchen",40.75666,-73.99444,"Entire home/apt",185,2,174,65
"Manhattan","East Village",40.72539,-73.97963,"Entire home/apt",295,2,48,0
"Manhattan","Nolita",40.72154,-73.99577,"Entire home/apt",123,2,33,1
"Manhattan","East Village",40.72552,-73.97879,"Entire home/apt",165,2,13,0
"Manhattan","Upper East Side",40.76885,-73.96472,"Entire home/apt",160,2,48,40
"Manhattan","Harlem",40.8018,-73.95166,"Entire home/apt",125,3,26,67
"Manhattan","West Village",40.73273,-74.00704,"Entire home/apt",275,3,12,12
"Manhattan","Upper East Side",40.7758,-73.95472,"Entire home/apt",200,5,11,0
"Manhattan","Hell's Kitchen",40.76395,-73.9884,"Entire home/apt",200,2,25,0
"Manhattan","Midtown",40.7441,-73.98834,"Entire home/apt",199,2,106,250
"Manhattan","West Village",40.73484,-74.00364,"Entire home/apt",700,2,18,0
"Manhattan","Lower East Side",40.71844,-73.9858,"Entire home/apt",135,2,104,76
"Manhattan","Upper West Side",40.79229,-73.97308,"Entire home/apt",349,3,29,0
"Manhattan","Chelsea",40.74122,-73.99963,"Entire home/apt",325,2,47,0
"Manhattan","Hell's Kitchen",40.76751,-73.98483,"Entire home/apt",134,1,24,0
"Manhattan","Harlem",40.81044,-73.94916,"Entire home/apt",150,3,13,207
"Manhattan","Financial District",40.70884,-74.00754,"Entire home/apt",130,2,15,0
"Manhattan","Lower East Side",40.71967,-73.98506,"Entire home/apt",150,3,47,39
"Manhattan","Upper West Side",40.77597,-73.98038,"Entire home/apt",189,2,72,27
"Manhattan","East Harlem",40.79878,-73.94495,"Entire home/apt",102,4,15,0
"Manhattan","Upper East Side",40.77467,-73.95533,"Entire home/apt",133,30,11,126
"Manhattan","Upper East Side",40.77798,-73.95251,"Entire home/apt",100,2,21,16
"Manhattan","Hell's Kitchen",40.76638,-73.99013,"Entire home/apt",176,4,105,143
"Manhattan","Washington Heights",40.83669,-73.94274,"Entire home/apt",125,3,27,308
"Manhattan","Chelsea",40.7427,-73.99837,"Entire home/apt",185,2,147,114
"Manhattan","Upper West Side",40.78829,-73.9701,"Entire home/apt",200,1,17,0
"Manhattan","East Village",40.72454,-73.97931,"Entire home/apt",495,3,52,285
"Manhattan","East Harlem",40.78918,-73.94995,"Entire home/apt",150,3,18,0
"Manhattan","East Harlem",40.78672,-73.94519,"Entire home/apt",175,3,119,238
"Manhattan","Upper East Side",40.76309,-73.95697,"Entire home/apt",350,3,12,301
"Manhattan","East Village",40.72576,-73.98691,"Entire home/apt",200,2,11,0
"Manhattan","Upper East Side",40.76991,-73.95189,"Entire home/apt",240,4,26,188
"Manhattan","Midtown",40.75965,-73.96543,"Entire home/apt",140,30,14,75
"Manhattan","Harlem",40.8235,-73.94332,"Entire home/apt",250,5,74,216
"Manhattan","East Village",40.7257,-73.98635,"Entire home/apt",200,1,38,123
"Manhattan","Upper East Side",40.77316,-73.94998,"Entire home/apt",120,2,29,0
"Manhattan","Upper East Side",40.7777,-73.9535,"Entire home/apt",135,3,32,84
"Manhattan","Upper East Side",40.7731,-73.95169,"Entire home/apt",150,4,20,82
"Manhattan","Upper West Side",40.79426,-73.96414,"Entire home/apt",150,2,11,212
"Manhattan","Kips Bay",40.74099,-73.98139,"Entire home/apt",210,3,14,327
"Manhattan","Harlem",40.82822,-73.94864,"Entire home/apt",76,16,26,31
"Manhattan","East Village",40.72712,-73.98705,"Entire home/apt",100,3,18,20
"Manhattan","Morningside Heights",40.81171,-73.96352,"Entire home/apt",200,5,22,5
"Manhattan","West Village",40.73511,-74.0037,"Entire home/apt",325,3,29,349
"Manhattan","Harlem",40.80227,-73.95571,"Entire home/apt",165,3,34,0
"Manhattan","Upper East Side",40.76927,-73.949,"Entire home/apt",130,7,25,0
"Manhattan","Harlem",40.81106,-73.94467,"Entire home/apt",200,3,48,53
"Manhattan","Upper West Side",40.78023,-73.97884,"Entire home/apt",135,5,28,24
"Manhattan","Upper West Side",40.77906,-73.98507,"Entire home/apt",110,1,65,266
"Manhattan","Upper West Side",40.77472,-73.98641,"Entire home/apt",110,3,33,0
"Manhattan","Midtown",40.75965,-73.96631,"Entire home/apt",140,30,12,68
"Manhattan","Upper East Side",40.77773,-73.94938,"Entire home/apt",450,2,110,287
"Manhattan","Upper East Side",40.76911,-73.95694,"Entire home/apt",129,30,10,299
"Manhattan","Harlem",40.80403,-73.95125,"Entire home/apt",160,30,122,179
"Manhattan","Harlem",40.8038,-73.95569,"Entire home/apt",250,3,10,0
"Manhattan","Harlem",40.82611,-73.94407,"Entire home/apt",155,2,138,232
"Manhattan","Harlem",40.80297,-73.9505,"Entire home/apt",99,28,76,296
"Manhattan","Upper West Side",40.78341,-73.97713,"Entire home/apt",106,30,14,242
"Manhattan","Midtown",40.75259,-73.97061,"Entire home/apt",129,1,159,193
"Manhattan","Washington Heights",40.83625,-73.93915,"Entire home/apt",140,2,10,0
"Manhattan","Murray Hill",40.74744,-73.97299,"Entire home/apt",219,1,56,217
"Manhattan","Hell's Kitchen",40.76463,-73.98855,"Entire home/apt",275,2,125,146
"Manhattan","Upper West Side",40.79301,-73.97544,"Entire home/apt",124,2,28,336
"Manhattan","Hell's Kitchen",40.76488,-73.98597,"Entire home/apt",155,14,75,34
"Manhattan","Harlem",40.81217,-73.94692,"Entire home/apt",150,3,86,226
"Manhattan","East Village",40.72379,-73.98224,"Entire home/apt",210,1,76,311
"Manhattan","West Village",40.73444,-74.00365,"Entire home/apt",150,2,10,13
"Manhattan","Harlem",40.80266,-73.95792,"Entire home/apt",122,1,41,8
"Manhattan","Hell's Kitchen",40.76161,-73.98995,"Entire home/apt",99,4,82,228
"Manhattan","Midtown",40.75966,-73.96828,"Entire home/apt",235,30,23,134
"Manhattan","East Harlem",40.79474,-73.9383,"Entire home/apt",110,3,26,5
"Manhattan","Washington Heights",40.85182,-73.92941,"Entire home/apt",115,5,13,0
"Manhattan","East Village",40.72191,-73.98141,"Entire home/apt",150,2,69,39
"Manhattan","Midtown",40.7535,-73.97134,"Entire home/apt",159,2,12,0
"Manhattan","Upper East Side",40.77601,-73.95441,"Entire home/apt",178,2,72,0
"Manhattan","West Village",40.7349,-74.0005,"Entire home/apt",265,2,19,5
"Manhattan","West Village",40.73564,-74.00303,"Entire home/apt",300,1,158,172
"Manhattan","Harlem",40.80719,-73.95303,"Entire home/apt",49,4,137,279
"Manhattan","Chelsea",40.74011,-73.99829,"Entire home/apt",250,2,45,90
"Manhattan","Hell's Kitchen",40.76325,-73.98981,"Entire home/apt",249,7,100,237
"Manhattan","West Village",40.73897,-74.0018,"Entire home/apt",179,5,32,41
"Manhattan","Chelsea",40.74062,-73.99824,"Entire home/apt",155,2,29,8
"Manhattan","Chinatown",40.71655,-73.99203,"Entire home/apt",499,1,116,30
"Manhattan","Upper East Side",40.77007,-73.9569,"Entire home/apt",119,30,12,339
"Manhattan","Kips Bay",40.74506,-73.97934,"Entire home/apt",150,3,10,8
"Manhattan","East Village",40.72872,-73.98267,"Entire home/apt",295,7,12,128
"Manhattan","Upper East Side",40.77711,-73.95367,"Entire home/apt",150,5,47,0
"Manhattan","East Village",40.72564,-73.98772,"Entire home/apt",142,3,15,118
"Manhattan","East Village",40.72808,-73.98377,"Entire home/apt",179,4,13,0
"Manhattan","Harlem",40.81745,-73.95164,"Entire home/apt",200,1,10,0
"Manhattan","East Harlem",40.80326,-73.935,"Entire home/apt",215,1,49,316
"Manhattan","Midtown",40.75601,-73.96625,"Entire home/apt",115,8,24,196
"Manhattan","Upper East Side",40.76848,-73.96014,"Entire home/apt",109,1,25,0
"Manhattan","Upper West Side",40.78004,-73.98314,"Entire home/apt",210,2,11,242
"Manhattan","East Village",40.72796,-73.98178,"Entire home/apt",221,2,78,270
"Manhattan","West Village",40.73778,-74.00287,"Entire home/apt",350,2,16,16
"Manhattan","NoHo",40.7259,-73.99336,"Entire home/apt",407,30,12,120
"Manhattan","West Village",40.73624,-74.00311,"Entire home/apt",290,3,59,256
"Manhattan","Midtown",40.75083,-73.97151,"Entire home/apt",700,5,23,179
"Manhattan","Washington Heights",40.85867,-73.92844,"Entire home/apt",150,2,42,83
"Manhattan","Chelsea",40.74577,-74.00606,"Entire home/apt",150,3,119,58
"Manhattan","East Village",40.72835,-73.98503,"Entire home/apt",199,5,22,68
"Manhattan","Upper East Side",40.76282,-73.96734,"Entire home/apt",195,1,109,190
"Manhattan","Financial District",40.70615,-74.00914,"Entire home/apt",349,3,38,72
"Manhattan","Financial District",40.70423,-74.01235,"Entire home/apt",270,2,113,11
"Manhattan","Upper East Side",40.77371,-73.95167,"Entire home/apt",150,3,37,0
"Manhattan","Nolita",40.72148,-73.99543,"Entire home/apt",294,5,150,105
"Manhattan","Midtown",40.75095,-73.97115,"Entire home/apt",110,4,36,40
"Manhattan","East Village",40.72714,-73.98668,"Entire home/apt",316,3,74,348
"Manhattan","Upper West Side",40.77174,-73.98934,"Entire home/apt",200,3,16,0
"Manhattan","Midtown",40.75259,-73.96797,"Entire home/apt",150,2,13,69
"Manhattan","Harlem",40.82485,-73.94366,"Entire home/apt",49,30,11,36
"Manhattan","Kips Bay",40.73958,-73.98258,"Entire home/apt",195,2,12,0
"Manhattan","Upper East Side",40.76644,-73.95635,"Entire home/apt",99,5,15,0
"Manhattan","Midtown",40.74426,-73.9825,"Entire home/apt",350,5,24,137
"Manhattan","Washington Heights",40.83406,-73.94731,"Entire home/apt",100,5,13,1
"Manhattan","West Village",40.72921,-74.00345,"Entire home/apt",240,5,52,271
"Manhattan","Upper East Side",40.77666,-73.95625,"Entire home/apt",165,2,22,0
"Manhattan","Upper East Side",40.76347,-73.96514,"Entire home/apt",185,4,10,329
"Manhattan","Upper East Side",40.78025,-73.95183,"Entire home/apt",239,3,17,212
"Manhattan","Kips Bay",40.74042,-73.98139,"Entire home/apt",295,2,42,81
"Manhattan","Lower East Side",40.72144,-73.98915,"Entire home/apt",105,3,24,0
"Manhattan","Upper West Side",40.78411,-73.97721,"Entire home/apt",245,30,12,245
"Manhattan","Little Italy",40.71725,-73.99811,"Entire home/apt",250,1,180,229
"Manhattan","Flatiron District",40.74041,-73.98933,"Entire home/apt",180,3,16,0
"Manhattan","Harlem",40.81257,-73.94606,"Entire home/apt",150,2,29,0
"Manhattan","Upper East Side",40.76099,-73.96158,"Entire home/apt",130,2,11,0
"Manhattan","Financial District",40.71097,-74.01397,"Entire home/apt",180,1,36,0
"Manhattan","Lower East Side",40.71891,-73.99095,"Entire home/apt",125,4,37,0
"Manhattan","East Village",40.72397,-73.98329,"Entire home/apt",129,7,10,0
"Manhattan","Hell's Kitchen",40.75987,-73.99008,"Entire home/apt",198,3,15,4
"Manhattan","East Village",40.72541,-73.97638,"Entire home/apt",215,1,76,245
"Manhattan","West Village",40.73435,-74.0066,"Entire home/apt",199,30,32,343
"Manhattan","Midtown",40.7538,-73.97139,"Entire home/apt",252,2,16,327
"Manhattan","Chelsea",40.7437,-73.99896,"Entire home/apt",249,7,70,266
"Manhattan","Upper East Side",40.7613,-73.96414,"Entire home/apt",795,4,26,340
"Manhattan","East Harlem",40.78672,-73.94869,"Entire home/apt",289,2,74,243
"Manhattan","East Harlem",40.80758,-73.93702,"Entire home/apt",140,1,34,170
"Manhattan","East Village",40.72652,-73.97938,"Entire home/apt",162,5,22,156
"Manhattan","Washington Heights",40.83885,-73.94161,"Entire home/apt",160,3,12,5
"Manhattan","Hell's Kitchen",40.76328,-73.9928,"Entire home/apt",98,60,28,343
"Manhattan","Lower East Side",40.71947,-73.98581,"Entire home/apt",200,2,22,4
"Manhattan","Chinatown",40.71595,-73.98993,"Entire home/apt",499,30,70,0
"Manhattan","Midtown",40.75316,-73.9851,"Entire home/apt",189,2,164,206
"Manhattan","West Village",40.73175,-74.00419,"Entire home/apt",170,1,127,1
"Manhattan","Upper West Side",40.78783,-73.97422,"Entire home/apt",375,1,34,7
"Manhattan","East Village",40.72824,-73.97824,"Entire home/apt",129,1,198,21
"Manhattan","Upper West Side",40.80065,-73.96944,"Entire home/apt",225,5,18,96
"Manhattan","Harlem",40.82896,-73.94799,"Entire home/apt",94,1,11,0
"Manhattan","East Village",40.73048,-73.98689,"Entire home/apt",122,5,13,0
"Manhattan","Chelsea",40.74945,-73.99742,"Entire home/apt",175,7,26,188
"Manhattan","Greenwich Village",40.72936,-73.99911,"Entire home/apt",195,4,17,188
"Manhattan","Harlem",40.80622,-73.94622,"Entire home/apt",149,30,86,220
"Manhattan","Chinatown",40.7149,-73.99063,"Entire home/apt",153,3,82,0
"Manhattan","West Village",40.73455,-74.006,"Entire home/apt",180,2,100,344
"Manhattan","Upper East Side",40.78517,-73.95678,"Entire home/apt",225,5,16,364
"Manhattan","Hell's Kitchen",40.75483,-73.99468,"Entire home/apt",160,3,21,3
"Manhattan","Midtown",40.75294,-73.9733,"Entire home/apt",672,2,23,268
"Manhattan","Kips Bay",40.74207,-73.9824,"Entire home/apt",250,1,13,0
"Manhattan","West Village",40.73316,-74.00782,"Entire home/apt",300,4,24,61
"Manhattan","Murray Hill",40.74993,-73.977,"Entire home/apt",125,2,32,0
"Manhattan","Financial District",40.70483,-74.01545,"Entire home/apt",180,4,17,203
"Manhattan","Midtown",40.75797,-73.97004,"Entire home/apt",150,7,29,31
"Manhattan","Harlem",40.8222,-73.94323,"Entire home/apt",199,2,15,54
"Manhattan","Midtown",40.75586,-73.96185,"Entire home/apt",200,6,23,89
"Manhattan","Hell's Kitchen",40.76688,-73.99402,"Entire home/apt",200,3,31,51
"Manhattan","Upper East Side",40.77544,-73.95577,"Entire home/apt",125,2,102,35
"Manhattan","Upper East Side",40.77273,-73.96344,"Entire home/apt",195,2,90,134
"Manhattan","Gramercy",40.73815,-73.98443,"Entire home/apt",300,3,11,0
"Manhattan","East Village",40.72931,-73.97925,"Entire home/apt",105,4,18,0
"Manhattan","Chinatown",40.71775,-73.99509,"Entire home/apt",199,3,19,11
"Manhattan","Chelsea",40.75122,-73.99658,"Entire home/apt",215,3,88,200
"Manhattan","East Village",40.73001,-73.98464,"Entire home/apt",195,2,48,344
"Manhattan","Chelsea",40.75005,-73.99898,"Entire home/apt",90,1,80,73
"Manhattan","Chinatown",40.71534,-73.99918,"Entire home/apt",150,1,23,14
"Manhattan","East Village",40.72891,-73.98868,"Entire home/apt",300,2,22,8
"Manhattan","Harlem",40.80697,-73.945,"Entire home/apt",200,3,25,89
"Manhattan","Midtown",40.75735,-73.96438,"Entire home/apt",198,2,22,8
"Manhattan","West Village",40.73537,-74.00209,"Entire home/apt",415,2,57,22
"Manhattan","Hell's Kitchen",40.75611,-73.99387,"Entire home/apt",180,7,17,5
"Manhattan","Harlem",40.81949,-73.94621,"Entire home/apt",129,3,67,0
"Manhattan","Washington Heights",40.8419,-73.93866,"Entire home/apt",130,3,10,188
"Manhattan","Upper East Side",40.76404,-73.96628,"Entire home/apt",225,2,84,27
"Manhattan","Harlem",40.82316,-73.94478,"Entire home/apt",195,7,28,285
"Manhattan","Upper East Side",40.77357,-73.95149,"Entire home/apt",69,1,99,42
"Manhattan","East Harlem",40.79853,-73.94143,"Entire home/apt",270,3,70,255
"Manhattan","Upper West Side",40.77794,-73.9763,"Entire home/apt",220,2,24,207
"Manhattan","East Village",40.72693,-73.98385,"Entire home/apt",180,3,10,0
"Manhattan","Upper West Side",40.78074,-73.97849,"Entire home/apt",168,1,138,32
"Manhattan","Harlem",40.80555,-73.95706,"Entire home/apt",77,5,19,1
"Manhattan","East Village",40.73213,-73.98517,"Entire home/apt",249,5,24,17
"Manhattan","Midtown",40.74296,-73.98691,"Entire home/apt",584,5,89,179
"Manhattan","East Harlem",40.79577,-73.9362,"Entire home/apt",350,3,85,175
"Manhattan","East Village",40.72522,-73.9873,"Entire home/apt",99,2,41,23
"Manhattan","Nolita",40.72222,-73.99545,"Entire home/apt",225,2,15,0
"Manhattan","Chelsea",40.74787,-74.00088,"Entire home/apt",750,30,42,281
"Manhattan","West Village",40.72989,-74.00541,"Entire home/apt",215,30,16,0
"Manhattan","SoHo",40.72688,-74.0022,"Entire home/apt",200,3,79,28
"Manhattan","Midtown",40.74371,-73.98454,"Entire home/apt",165,3,57,157
"Manhattan","Harlem",40.82158,-73.95592,"Entire home/apt",300,4,69,110
"Manhattan","Hell's Kitchen",40.76338,-73.99552,"Entire home/apt",200,3,170,82
"Manhattan","Upper East Side",40.76095,-73.96143,"Entire home/apt",110,30,10,277
"Manhattan","Washington Heights",40.85797,-73.93286,"Entire home/apt",120,4,13,42
"Manhattan","Gramercy",40.73405,-73.98862,"Entire home/apt",299,1,103,335
"Manhattan","Harlem",40.8155,-73.94578,"Entire home/apt",160,5,102,118
"Manhattan","East Harlem",40.79528,-73.94418,"Entire home/apt",93,2,38,0
"Manhattan","Midtown",40.75324,-73.97217,"Entire home/apt",198,2,16,263
"Manhattan","Chinatown",40.71348,-73.99135,"Entire home/apt",150,20,38,29
"Manhattan","SoHo",40.7263,-74.00344,"Entire home/apt",189,2,136,30
"Manhattan","Harlem",40.79992,-73.95502,"Entire home/apt",70,30,14,50
"Manhattan","Two Bridges",40.71231,-73.99257,"Entire home/apt",140,3,137,154
"Manhattan","Lower East Side",40.72195,-73.98698,"Entire home/apt",214,2,15,17
"Manhattan","Upper East Side",40.77341,-73.95025,"Entire home/apt",375,1,16,110
"Manhattan","Midtown",40.75723,-73.96313,"Entire home/apt",175,2,10,0
"Manhattan","Kips Bay",40.74089,-73.98094,"Entire home/apt",175,3,20,0
"Manhattan","SoHo",40.72575,-74.00128,"Entire home/apt",850,3,32,262
"Manhattan","West Village",40.73322,-74.00853,"Entire home/apt",450,30,12,165
"Manhattan","Murray Hill",40.74699,-73.97659,"Entire home/apt",200,3,62,49
"Manhattan","Chinatown",40.71745,-73.99409,"Entire home/apt",300,1,23,364
"Manhattan","Upper West Side",40.78065,-73.98253,"Entire home/apt",1000,30,17,365
"Manhattan","Upper East Side",40.76952,-73.94892,"Entire home/apt",150,7,12,32
"Manhattan","Harlem",40.80869,-73.94205,"Entire home/apt",600,4,16,96
"Manhattan","Chelsea",40.74624,-74.00371,"Entire home/apt",225,1,51,9
"Manhattan","SoHo",40.72652,-74.00032,"Entire home/apt",245,2,44,0
"Manhattan","Greenwich Village",40.72868,-73.99901,"Entire home/apt",183,1,173,271
"Manhattan","East Harlem",40.79534,-73.94526,"Entire home/apt",100,1,73,0
"Manhattan","Harlem",40.80854,-73.94519,"Entire home/apt",200,2,102,101
"Manhattan","West Village",40.73616,-74.00889,"Entire home/apt",200,2,28,66
"Manhattan","Nolita",40.72216,-73.99571,"Entire home/apt",275,2,32,41
"Manhattan","Upper West Side",40.80209,-73.96196,"Entire home/apt",174,4,12,0
"Manhattan","Upper West Side",40.80173,-73.96175,"Entire home/apt",375,2,40,285
"Manhattan","Upper West Side",40.78152,-73.97249,"Entire home/apt",249,2,18,0
"Manhattan","Chelsea",40.74068,-74.00295,"Entire home/apt",180,2,134,70
"Manhattan","East Harlem",40.79575,-73.94817,"Entire home/apt",145,2,101,0
"Manhattan","East Village",40.7246,-73.97877,"Entire home/apt",149,2,88,76
"Manhattan","Upper East Side",40.78057,-73.95734,"Entire home/apt",120,2,13,0
"Manhattan","East Harlem",40.78815,-73.9436,"Entire home/apt",95,30,12,338
"Manhattan","Upper East Side",40.76346,-73.96684,"Entire home/apt",190,4,83,104
"Manhattan","Lower East Side",40.71806,-73.99351,"Entire home/apt",250,3,41,147
"Manhattan","Chelsea",40.74244,-73.99781,"Entire home/apt",200,3,41,1
"Manhattan","Midtown",40.75966,-73.96313,"Entire home/apt",135,3,21,0
"Manhattan","Upper West Side",40.79772,-73.96213,"Entire home/apt",335,4,59,263
"Manhattan","Chinatown",40.7161,-73.99828,"Entire home/apt",140,2,43,0
"Manhattan","East Harlem",40.80832,-73.93889,"Entire home/apt",200,3,58,152
"Manhattan","Upper East Side",40.76443,-73.96603,"Entire home/apt",235,4,75,151
"Manhattan","East Village",40.72275,-73.97598,"Entire home/apt",175,2,27,63
"Manhattan","West Village",40.7365,-73.99751,"Entire home/apt",209,2,157,16
"Manhattan","Upper West Side",40.7762,-73.97944,"Entire home/apt",185,2,145,215
"Manhattan","East Village",40.72515,-73.9839,"Entire home/apt",129,3,76,74
"Manhattan","Midtown",40.76195,-73.97148,"Entire home/apt",210,1,202,211
"Manhattan","Upper East Side",40.76397,-73.96245,"Entire home/apt",186,2,109,77
"Manhattan","Upper East Side",40.76754,-73.96166,"Entire home/apt",249,3,55,1
"Manhattan","Hell's Kitchen",40.75751,-73.99401,"Entire home/apt",175,1,22,12
"Manhattan","Flatiron District",40.7385,-73.98782,"Entire home/apt",236,1,23,0
"Manhattan","West Village",40.73088,-74.00378,"Entire home/apt",300,1,59,73
"Manhattan","Harlem",40.81102,-73.94712,"Entire home/apt",133,4,23,5
"Manhattan","East Village",40.73281,-73.98686,"Entire home/apt",250,4,12,3
"Manhattan","Upper East Side",40.77851,-73.94985,"Entire home/apt",218,2,60,305
"Manhattan","Lower East Side",40.71983,-73.98196,"Entire home/apt",160,3,90,147
"Manhattan","East Harlem",40.78918,-73.94652,"Entire home/apt",100,7,17,11
"Manhattan","Chelsea",40.74407,-73.99366,"Entire home/apt",499,4,69,280
"Manhattan","Hell's Kitchen",40.76383,-73.98947,"Entire home/apt",160,45,17,281
"Manhattan","Hell's Kitchen",40.76399,-73.98971,"Entire home/apt",160,45,16,345
"Manhattan","Two Bridges",40.71165,-73.9993,"Entire home/apt",125,1,59,88
"Manhattan","East Village",40.72891,-73.98797,"Entire home/apt",120,6,46,40
"Manhattan","East Village",40.73016,-73.98171,"Entire home/apt",178,9,22,0
"Manhattan","Chinatown",40.7152,-73.99947,"Entire home/apt",159,6,39,351
"Manhattan","Lower East Side",40.71248,-73.98662,"Entire home/apt",160,1,73,229
"Manhattan","Murray Hill",40.74686,-73.97514,"Entire home/apt",400,1,17,364
"Manhattan","Midtown",40.74665,-73.98042,"Entire home/apt",175,2,11,88
"Manhattan","Washington Heights",40.8349,-73.94829,"Entire home/apt",150,3,36,5
"Manhattan","Greenwich Village",40.73317,-73.99813,"Entire home/apt",295,365,15,0
"Manhattan","Chinatown",40.71454,-73.99271,"Entire home/apt",300,7,58,36
"Manhattan","Midtown",40.76042,-73.97345,"Entire home/apt",1020,1,12,365
"Manhattan","Upper West Side",40.78146,-73.97917,"Entire home/apt",265,2,16,16
